McDonald/IGRINS Observation Log - H BAND
FILENAME,OBJNAME,OBSERVER,OBJTYPE,OBSDATE,OBSTIME,EXPTIME,FRAMETYPE,SEQID1,SEQID2,ALT,AZI,RA,DEC,EPOCH,AGPOS,ROTPA
SDCH_20140314_040.fits,Sky,IGRINS_Team,TAR,20140315,04:51:29,300.0,,1,1,,,,,,A,
SDCH_20140314_041.fits,Sky,IGRINS_Team,TAR,20140315,04:57:09,300.0,,1,1,,,,,,A,
SDCH_20140314_042.fits,HD142091,IGRINS_Team,TAR,20140315,05:07:04,10.0,,1,1,,,,,,A,
SDCH_20140314_043.fits,HD142091,IGRINS_Team,TAR,20140315,05:10:27,100.0,,1,1,,,,,,A,
SDCH_20140314_044.fits,HD142091,IGRINS_Team,TAR,20140315,05:14:18,100.0,,1,1,,,,,,A,
SDCH_20140314_045.fits,HD142091,IGRINS_Team,TAR,20140315,05:17:42,100.0,,1,1,,,,,,A,
SDCH_20140314_046.fits,HD142091,IGRINS_Team,TAR,20140315,05:21:27,100.0,,1,1,,,,,,A,
SDCH_20140314_047.fits,HD142091,IGRINS_Team,TAR,20140315,05:25:14,30.0,,1,1,,,,,,A,
SDCH_20140314_048.fits,HD142091,IGRINS_Team,TAR,20140315,05:26:38,30.0,,1,1,,,,,,A,
SDCH_20140314_049.fits,HD142091,IGRINS_Team,TAR,20140315,05:27:38,30.0,,1,1,,,,,,A,
SDCH_20140314_050.fits,HD142091,IGRINS_Team,TAR,20140315,05:28:53,30.0,,1,1,,,,,,A,
SDCH_20140314_051.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:15:44,3.0,,1,1,,,,,,A,
SDCH_20140314_052.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:16:11,3.0,,1,1,,,,,,A,
SDCH_20140314_053.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:16:38,3.0,,1,1,,,,,,A,
SDCH_20140314_054.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:17:05,3.0,,1,1,,,,,,A,
SDCH_20140314_055.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:17:33,3.0,,1,1,,,,,,A,
SDCH_20140314_056.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:18:00,3.0,,1,1,,,,,,A,
SDCH_20140314_057.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:18:28,3.0,,1,1,,,,,,A,
SDCH_20140314_058.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:18:55,3.0,,1,1,,,,,,A,
SDCH_20140314_059.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:19:23,3.0,,1,1,,,,,,A,
SDCH_20140314_060.fits,FLAT_OFF,IGRINS_Team,CAL,20140315,06:19:50,3.0,,1,1,,,,,,A,
SDCH_20140314_061.fits,,,CAL,20140315,06:24:41,3.0,,1,1,,,,,,A,
SDCH_20140314_062.fits,,,CAL,20140315,06:25:12,3.0,,1,1,,,,,,A,
SDCH_20140314_063.fits,,,CAL,20140315,06:25:42,3.0,,1,1,,,,,,A,
SDCH_20140314_064.fits,,,CAL,20140315,06:26:13,3.0,,1,1,,,,,,A,
SDCH_20140314_065.fits,,,CAL,20140315,06:26:43,3.0,,1,1,,,,,,A,
SDCH_20140314_066.fits,,,CAL,20140315,06:27:13,3.0,,1,1,,,,,,A,
SDCH_20140314_067.fits,,,CAL,20140315,06:27:44,3.0,,1,1,,,,,,A,
SDCH_20140314_068.fits,,,CAL,20140315,06:28:14,3.0,,1,1,,,,,,A,
SDCH_20140314_069.fits,,,CAL,20140315,06:28:44,3.0,,1,1,,,,,,A,
SDCH_20140314_070.fits,,,CAL,20140315,06:29:15,3.0,,1,1,,,,,,A,
SDCH_20140314_071.fits,,,CAL,20140315,06:30:50,2.0,,1,1,,,,,,A,
SDCH_20140314_072.fits,,,CAL,20140315,06:31:18,2.0,,1,1,,,,,,A,
SDCH_20140314_073.fits,,,CAL,20140315,06:31:46,2.0,,1,1,,,,,,A,
SDCH_20140314_074.fits,,,CAL,20140315,06:32:14,2.0,,1,1,,,,,,A,
SDCH_20140314_075.fits,,,CAL,20140315,06:32:42,2.0,,1,1,,,,,,A,
SDCH_20140314_076.fits,,,CAL,20140315,06:33:10,2.0,,1,1,,,,,,A,
SDCH_20140314_077.fits,,,CAL,20140315,06:33:38,2.0,,1,1,,,,,,A,
SDCH_20140314_078.fits,,,CAL,20140315,06:34:06,2.0,,1,1,,,,,,A,
SDCH_20140314_079.fits,,,CAL,20140315,06:34:34,2.0,,1,1,,,,,,A,
SDCH_20140314_080.fits,,,CAL,20140315,06:35:02,2.0,,1,1,,,,,,A,
SDCH_20140315_0001.fits,,,CAL,20140315,23:19:27,5.0,,1,1,,,,,,A,
SDCH_20140315_0001.fits,,,CAL,20140315,23:19:59,5.0,,1,1,,,,,,A,
SDCH_20140315_0001.fits,,,CAL,20140315,23:20:31,5.0,,1,1,,,,,,A,
SDCH_20140315_0001.fits,,,CAL,20140315,23:21:03,5.0,,1,1,,,,,,A,
SDCH_20140315_0001.fits,,,CAL,20140315,23:21:36,5.0,,1,1,,,,,,A,
SDCH_20140315_0002.fits,,,CAL,20140315,23:27:47,1.6,,1,1,,,,,,A,
SDCH_20140315_0003.fits,,,CAL,20140315,23:32:11,5.0,,1,1,,,,,,A,
SDCH_20140315_0004.fits,,,CAL,20140315,23:32:44,5.0,,1,1,,,,,,A,
SDCH_20140315_0005.fits,,,CAL,20140315,23:33:16,5.0,,1,1,,,,,,A,
SDCH_20140315_0006.fits,,,CAL,20140315,23:33:50,5.0,,1,1,,,,,,A,
SDCH_20140315_0007.fits,,,CAL,20140315,23:34:21,5.0,,1,1,,,,,,A,
SDCH_20140315_0008.fits,,,CAL,20140316,00:50:09,1.6,,1,1,,,,,,A,
SDCH_20140315_0009.fits,,,CAL,20140316,00:51:29,2.0,,1,1,,,,,,A,
SDCH_20140315_0010.fits,,,CAL,20140316,00:53:42,2.0,,1,1,,,,,,A,
SDCH_20140315_0011.fits,,,CAL,20140316,01:00:23,20.0,,1,1,,,,,,A,
SDCH_20140315_0012.fits,DomeFlat,IGRINS_Team,CAL,20140316,02:00:13,1.6,,1,1,,,,,,A,
SDCH_20140315_0013.fits,DomeFlat,IGRINS_Team,CAL,20140316,02:05:15,5.0,,1,1,,,,,,A,
SDCH_20140315_0014.fits,DomeFlat,IGRINS_Team,CAL,20140316,02:07:10,10.0,,1,1,,,,,,A,
SDCH_20140315_0015.fits,DomeFlat,IGRINS_Team,CAL,20140316,02:09:09,15.0,,1,1,,,,,,A,
SDCH_20140315_0016.fits,DomeFlat,IGRINS_Team,CAL,20140316,02:10:41,20.0,,1,1,,,,,,A,
SDCH_20140315_0017.fits,,,CAL,20140316,02:20:16,25.0,,1,1,,,,,,A,
SDCH_20140315_0017.fits,,,CAL,20140316,02:23:33,25.0,,1,1,,,,,,A,
SDCH_20140315_0018.fits,,,CAL,20140316,02:27:19,30.0,,1,1,,,,,,A,
SDCH_20140315_0019.fits,Off_Flat,IGRINS_Team,CAL,20140316,02:38:36,50.0,,1,1,,,,,,A,
SDCH_20140315_0020.fits,Off_Flat,IGRINS_Team,CAL,20140316,02:40:57,50.0,,1,1,,,,,,A,
SDCH_20140315_0021.fits,,,CAL,20140316,02:49:26,50.0,,1,1,,,,,,A,
SDCH_20140315_0022.fits,,,CAL,20140316,02:56:12,100.0,,1,1,,,,,,A,
SDCH_20140315_0023.fits,,,CAL,20140316,03:02:35,2.0,,1,1,,,,,,A,
SDCH_20140315_0024.fits,,,CAL,20140316,03:03:03,2.0,,1,1,,,,,,A,
SDCH_20140315_0025.fits,,,CAL,20140316,03:03:31,2.0,,1,1,,,,,,A,
SDCH_20140315_0026.fits,,,CAL,20140316,03:03:57,2.0,,1,1,,,,,,A,
SDCH_20140315_0027.fits,,,CAL,20140316,03:04:25,2.0,,1,1,,,,,,A,
SDCH_20140315_0028.fits,,,CAL,20140316,03:04:55,2.0,,1,1,,,,,,A,
SDCH_20140315_0029.fits,,,CAL,20140316,04:45:04,10.0,,1,1,,,,,,A,
SDCH_20140315_0030.fits,,,CAL,20140316,04:46:02,10.0,,1,1,,,,,,A,
SDCH_20140315_0031.fits,,,CAL,20140316,04:46:56,10.0,,1,1,,,,,,A,
SDCH_20140315_0032.fits,,,CAL,20140316,04:48:05,3.0,,1,1,,,,,,A,
SDCH_20140315_0033.fits,,,CAL,20140316,04:53:02,3.0,,1,1,,,,,,A,
SDCH_20140315_0034.fits,,,CAL,20140316,04:57:21,10.0,,1,1,,,,,,A,
SDCH_20140315_0035.fits,,,CAL,20140316,04:57:59,10.0,,1,1,,,,,,A,
SDCH_20140315_0036.fits,,,CAL,20140316,04:58:36,10.0,,1,1,,,,,,A,
SDCH_20140315_0037.fits,,,CAL,20140316,05:01:07,10.0,,1,1,,,,,,A,
SDCH_20140315_0038.fits,,,CAL,20140316,05:01:44,10.0,,1,1,,,,,,A,
SDCH_20140315_0039.fits,,,CAL,20140316,05:02:21,10.0,,1,1,,,,,,A,
SDCH_20140315_0040.fits,,,CAL,20140316,05:03:12,3.0,,1,1,,,,,,A,
SDCH_20140315_0041.fits,,,CAL,20140316,05:14:44,10.0,,1,1,,,,,,A,
SDCH_20140315_0042.fits,,,CAL,20140316,05:15:22,10.0,,1,1,,,,,,A,
SDCH_20140315_0043.fits,,,CAL,20140316,05:15:59,10.0,,1,1,,,,,,A,
SDCH_20140315_0044.fits,,,CAL,20140316,05:16:52,3.0,,1,1,,,,,,A,
SDCH_20140315_0045.fits,,,CAL,20140316,05:21:42,10.0,,1,1,,,,,,A,
SDCH_20140315_0046.fits,,,CAL,20140316,05:22:19,10.0,,1,1,,,,,,A,
SDCH_20140315_0047.fits,,,CAL,20140316,05:22:58,10.0,,1,1,,,,,,A,
SDCH_20140315_0048.fits,,,CAL,20140316,05:23:49,3.0,,1,1,,,,,,A,
SDCH_20140315_0049.fits,,,CAL,20140316,05:28:06,10.0,,1,1,,,,,,A,
SDCH_20140315_0050.fits,,,CAL,20140316,05:28:43,10.0,,1,1,,,,,,A,
SDCH_20140315_0051.fits,,,CAL,20140316,05:29:21,10.0,,1,1,,,,,,A,
SDCH_20140315_0052.fits,,,CAL,20140316,05:30:14,3.0,,1,1,,,,,,A,
SDCH_20140315_0053.fits,,,CAL,20140316,05:35:05,10.0,,1,1,,,,,,A,
SDCH_20140315_0054.fits,,,CAL,20140316,05:35:42,10.0,,1,1,,,,,,A,
SDCH_20140315_0055.fits,,,CAL,20140316,05:36:20,10.0,,1,1,,,,,,A,
SDCH_20140315_0056.fits,,,CAL,20140316,05:37:12,3.0,,1,1,,,,,,A,
