McDonald/IGRINS Observation Log - K BAND
FILENAME,OBJNAME,OBSERVER,OBJTYPE,OBSDATE,OBSTIME,EXPTIME,FRAMETYPE,SEQID1,SEQID2,ALT,AZI,RA,DEC,EPOCH,AGPOS,ROTPA
SDCK_20140317_0001.fits,TEST,,TAR,20140317,14:29:26,1.6,,1,1,,,,,,A,
SDCK_20140317_0002.fits,TEST,,TAR,20140317,14:31:03,1.6,,1,1,,,,,,A,
SDCK_20140317_0003.fits,TEST,,TAR,20140317,14:31:28,1.6,,1,1,,,,,,A,
SDCK_20140317_0004.fits,TEST,,TAR,20140317,14:31:53,1.6,,1,1,,,,,,A,
SDCK_20140317_0005.fits,TEST,,TAR,20140317,14:32:17,1.6,,1,1,,,,,,A,
SDCK_20140317_0006.fits,TEST,,TAR,20140317,14:32:42,1.6,,1,1,,,,,,A,
SDCK_20140317_0007.fits,TEST,,TAR,20140317,14:33:30,1.6,,1,1,,,,,,A,
SDCK_20140317_0008.fits,TEST,,TAR,20140317,14:33:53,1.6,,1,1,,,,,,A,
SDCK_20140317_0009.fits,TEST,,TAR,20140317,14:34:18,1.6,,1,1,,,,,,A,
SDCK_20140317_0010.fits,TEST,,TAR,20140317,14:34:43,1.6,,1,1,,,,,,A,
SDCK_20140317_0011.fits,TEST,,TAR,20140317,14:35:08,1.6,,1,1,,,,,,A,
SDCK_20140317_0012.fits,TEST,,TAR,20140317,14:41:22,1.6,,1,1,,,,,,A,
SDCK_20140317_0013.fits,TEST,,TAR,20140317,14:41:46,1.6,,1,1,,,,,,A,
SDCK_20140317_0014.fits,TEST,,TAR,20140317,14:42:11,1.6,,1,1,,,,,,A,
SDCK_20140317_0015.fits,TEST,,TAR,20140317,14:42:52,1.6,,1,1,,,,,,A,
SDCK_20140317_0016.fits,TEST,,TAR,20140317,14:43:17,1.6,,1,1,,,,,,A,
SDCK_20140317_0017.fits,TEST,,TAR,20140317,14:43:42,1.6,,1,1,,,,,,A,
SDCK_20140317_0018.fits,TEST,,TAR,20140317,14:44:06,1.6,,1,1,,,,,,A,
SDCK_20140317_0019.fits,TEST,,TAR,20140317,14:44:29,1.6,,1,1,,,,,,A,
SDCK_20140317_0020.fits,TEST,,TAR,20140317,14:44:38,1.6,,1,1,,,,,,A,
SDCK_20140317_0021.fits,TEST,,TAR,20140317,14:45:02,1.6,,1,1,,,,,,A,
SDCK_20140317_0022.fits,TEST,,TAR,20140317,14:45:42,1.6,,1,1,,,,,,A,
SDCK_20140317_0023.fits,TEST,,TAR,20140317,14:46:07,1.6,,1,1,,,,,,A,
SDCK_20140317_0024.fits,TEST,,TAR,20140317,14:46:30,1.6,,1,1,,,,,,A,
SDCK_20140317_0025.fits,TEST,,TAR,20140317,14:46:55,1.6,,1,1,,,,,,A,
SDCK_20140317_0026.fits,TEST,,TAR,20140317,14:47:19,1.6,,1,1,,,,,,A,
SDCK_20140317_0027.fits,TEST,,TAR,20140317,14:47:43,1.6,,1,1,,,,,,A,
SDCK_20140317_0028.fits,TEST,,TAR,20140317,14:48:08,1.6,,1,1,,,,,,A,
SDCK_20140317_0029.fits,TEST,,TAR,20140317,14:48:32,1.6,,1,1,,,,,,A,
SDCK_20140317_0030.fits,TEST,,TAR,20140317,14:48:57,1.6,,1,1,,,,,,A,
SDCK_20140317_0031.fits,TEST,,TAR,20140317,14:49:22,1.6,,1,1,,,,,,A,
SDCK_20140317_0032.fits,TEST,,TAR,20140317,14:49:45,1.6,,1,1,,,,,,A,
SDCK_20140317_0033.fits,TEST,,TAR,20140317,14:50:10,1.6,,1,1,,,,,,A,
SDCK_20140317_0034.fits,TEST,,TAR,20140317,14:50:35,1.6,,1,1,,,,,,A,
SDCK_20140317_0035.fits,TEST,,TAR,20140317,14:51:02,1.6,,1,1,,,,,,A,
SDCK_20140317_0036.fits,TEST,,CAL,20140317,14:57:12,1.6,,1,1,,,,,,A,
SDCK_20140317_0037.fits,TEST,,CAL,20140317,14:57:23,1.6,,1,1,,,,,,A,
SDCK_20140317_0038.fits,TEST,,CAL,20140317,14:57:48,1.6,,1,1,,,,,,A,
SDCK_20140317_0039.fits,TEST,,CAL,20140317,14:58:29,1.6,,1,1,,,,,,A,
SDCK_20140317_0040.fits,,,CAL,20140317,18:59:13,1.6,,1,1,,,,,,A,
SDCK_20140317_0041.fits,,,CAL,20140317,20:34:30,1.6,,1,1,,,,,,A,
SDCK_20140317_0042.fits,,,CAL,20140317,20:48:25,1.6,,1,1,,,,,,A,
SDCK_20140317_0043.fits,,,CAL,20140317,21:39:32,1.6,,1,1,,,,,,A,
SDCK_20140317_0044.fits,,,CAL,20140317,21:41:24,1.6,,1,1,,,,,,A,
SDCK_20140317_0045.fits,,,CAL,20140317,21:41:37,1.6,,1,1,,,,,,A,
SDCK_20140317_0046.fits,,,CAL,20140317,21:46:52,2.0,,1,1,,,,,,A,
SDCK_20140317_0047.fits,,,CAL,20140317,21:47:20,2.0,,1,1,,,,,,A,
SDCK_20140317_0048.fits,,,CAL,20140317,21:47:48,2.0,,1,1,,,,,,A,
SDCK_20140317_0049.fits,,,CAL,20140317,21:48:33,2.0,,1,1,,,,,,A,
SDCK_20140317_0050.fits,,,CAL,20140317,21:49:01,2.0,,1,1,,,,,,A,
SDCK_20140317_0051.fits,,,CAL,20140317,21:49:29,2.0,,1,1,,,,,,A,
SDCK_20140317_0052.fits,,,CAL,20140317,21:49:57,2.0,,1,1,,,,,,A,
SDCK_20140317_0053.fits,,,CAL,20140317,21:50:26,2.0,,1,1,,,,,,A,
SDCK_20140317_0054.fits,,,CAL,20140317,21:50:53,2.0,,1,1,,,,,,A,
SDCK_20140317_0055.fits,Sky,IGRINS_Team,CAL,20140317,21:57:28,2.0,,1,1,,,,,,A,
SDCK_20140317_0056.fits,Sky,IGRINS_Team,CAL,20140317,21:57:59,2.0,,1,1,,,,,,A,
SDCK_20140317_0057.fits,Sky,IGRINS_Team,CAL,20140317,21:58:27,2.0,,1,1,,,,,,A,
SDCK_20140317_0058.fits,Sky,IGRINS_Team,CAL,20140317,22:02:16,120.0,,1,1,,,,,,A,
SDCK_20140317_0059.fits,Sky,IGRINS_Team,CAL,20140317,22:04:42,120.0,,1,1,,,,,,A,
SDCK_20140317_0060.fits,Sky,IGRINS_Team,CAL,20140317,22:07:06,120.0,,1,1,,,,,,A,
SDCK_20140317_0061.fits,Sky,IGRINS_Team,CAL,20140317,22:17:08,2.0,,1,1,,,,,,A,
SDCK_20140317_0062.fits,HD95735,IGRINS_Team,TAR,20140317,22:21:28,10.0,,1,1,,,,,,A,
SDCK_20140317_0063.fits,HD95735,IGRINS_Team,TAR,20140317,22:22:45,10.0,,1,1,,,,,,A,
SDCK_20140317_0064.fits,HD95735,IGRINS_Team,TAR,20140317,22:23:19,10.0,,1,1,,,,,,A,
SDCK_20140317_0065.fits,HD95735,IGRINS_Team,TAR,20140317,22:24:39,10.0,,1,1,,,,,,A,
SDCK_20140317_0066.fits,HD95735,IGRINS_Team,TAR,20140317,22:26:35,2.0,,1,1,,,,,,A,
SDCK_20140317_0067.fits,HD95735,IGRINS_Team,TAR,20140317,22:35:28,2.0,,1,1,,,,,,A,
SDCK_20140317_0068.fits,HD95735,IGRINS_Team,TAR,20140317,22:38:43,10.0,,1,1,,,,,,A,
SDCK_20140317_0069.fits,HD95735,IGRINS_Team,TAR,20140317,22:41:10,10.0,,1,1,,,,,,A,
SDCK_20140317_0070.fits,HD95735,IGRINS_Team,TAR,20140317,22:41:44,10.0,,1,1,,,,,,A,
