McDonald/IGRINS Observation Log - K BAND
FILENAME,OBJNAME,OBSERVER,OBJTYPE,OBSDATE,OBSTIME,EXPTIME,FRAMETYPE,SEQID1,SEQID2,ALT,AZI,RA,DEC,EPOCH,AGPOS,ROTPA
SDCK_20140316_0096.fits,HD155125,IGRINS_Team,TAR,20140317,07:03:26,10.0,,1,1,,,,,,A,
SDCK_20140316_0097.fits,HD155125,IGRINS_Team,TAR,20140317,07:04:10,10.0,,1,1,,,,,,A,
SDCK_20140316_0098.fits,Albireo A,IGRINS_Team,TAR,20140317,07:09:44,10.0,,1,1,,,,,,A,
SDCK_20140316_0099.fits,Albireo A _ sky,IGRINS_Team,TAR,20140317,07:11:06,10.0,,1,1,,,,,,A,
SDCK_20140316_0100.fits,Albireo A _ sky,IGRINS_Team,TAR,20140317,07:12:17,10.0,,1,1,,,,,,A,
SDCK_20140316_0101.fits,Albireo B,IGRINS_Team,TAR,20140317,07:13:00,10.0,,1,1,,,,,,A,
SDCK_20140316_0102.fits,Albireo B,IGRINS_Team,TAR,20140317,07:14:34,10.0,,1,1,,,,,,A,
SDCK_20140316_0103.fits,Albireo B,IGRINS_Team,TAR,20140317,07:15:10,10.0,,1,1,,,,,,A,
SDCK_20140316_0104.fits,Albireo B,IGRINS_Team,TAR,20140317,07:15:46,10.0,,1,1,,,,,,A,
SDCK_20140316_0105.fits,Albireo B,IGRINS_Team,TAR,20140317,07:16:05,10.0,,1,1,,,,,,A,
